locus_id,go_id,go_name
Rv1009,GO:0016020,membrane
Rv1010,GO:0005737,cytoplasm
Rv1011,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
Rv1013,GO:0005886,plasma membrane
Rv1014c,GO:0005886,plasma membrane
Rv1015c,GO:0022625,cytosolic large ribosomal subunit
Rv1016c,GO:0016020,membrane
Rv1017c,GO:0005886,plasma membrane
Rv1018c,GO:0005737,cytoplasm
Rv1020,GO:0005886,plasma membrane
Rv1021,GO:0005618,cell wall
Rv1023,GO:0009986,cell surface
Rv1025,GO:0008610,lipid biosynthetic process
Rv1027c,GO:0032993,protein-DNA complex
Rv1028c,GO:0016021,integral component of membrane
Rv1029,GO:0016021,integral component of membrane
Rv1030,GO:0016021,integral component of membrane
Rv1031,GO:0016021,integral component of membrane
Rv1034c,GO:0006313,"transposition, DNA-mediated"
Rv1036c,GO:0005737,cytoplasm
Rv1037c,GO:0005618,cell wall
Rv1038c,GO:0005886,plasma membrane
Rv1039c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv1041c,GO:0005886,plasma membrane
Rv1046c,GO:0005576,extracellular region
Rv1053c,GO:0016021,integral component of membrane
Rv1059,GO:0055114,oxidation-reduction process
Rv1063c,GO:0046470,phosphatidylcholine metabolic process
Rv1064c,GO:0016020,membrane
Rv1067c,GO:0016021,integral component of membrane
Rv1068c,GO:0016020,membrane
Rv1070c,GO:0005886,plasma membrane
Rv1076,GO:0005576,extracellular region
Rv1077,GO:0005886,plasma membrane
Rv1078,GO:0005886,plasma membrane
Rv1079,GO:0005886,plasma membrane
Rv1080c,GO:0005886,plasma membrane
Rv1082,GO:0005829,cytosol
Rv1085c,GO:0016021,integral component of membrane
Rv1086,GO:0016020,membrane
Rv1087,GO:0005886,plasma membrane
Rv1088,GO:0009986,cell surface
Rv1089,GO:0005618,cell wall
Rv1091,GO:0016020,membrane
Rv1092c,GO:0005886,plasma membrane
Rv1093,GO:0005886,plasma membrane
Rv1094,GO:0005886,plasma membrane
Rv1098c,GO:0045239,tricarboxylic acid cycle enzyme complex
Rv1099c,GO:0005829,cytosol
Rv1100,GO:0016021,integral component of membrane
Rv1101c,GO:0016021,integral component of membrane
Rv1102c,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv1103c,GO:0045927,positive regulation of growth
Rv1106c,GO:0005886,plasma membrane
Rv1107c,GO:0009318,exodeoxyribonuclease VII complex
Rv1108c,GO:0009318,exodeoxyribonuclease VII complex
Rv1109c,GO:0005886,plasma membrane
Rv1110,GO:0055114,oxidation-reduction process
Rv1112,GO:0005886,plasma membrane
Rv1113,GO:0005576,extracellular region
Rv1114,GO:0090501,RNA phosphodiester bond hydrolysis
Rv1115,GO:0016021,integral component of membrane
Rv1118c,GO:0005886,plasma membrane
Rv1121,GO:0005886,plasma membrane
Rv1123c,GO:0098869,cellular oxidant detoxification
Rv1124,GO:0005886,plasma membrane
Rv1125,GO:0005886,plasma membrane
Rv1133c,GO:0005886,plasma membrane
Rv1135c,GO:0005886,plasma membrane
Rv1137c,GO:0005886,plasma membrane
Rv1140,GO:0016021,integral component of membrane
Rv1144,GO:0005886,plasma membrane
Rv1145,GO:0016021,integral component of membrane
Rv1146,GO:0016021,integral component of membrane
Rv1151c,GO:0005737,cytoplasm
Rv1154c,GO:0005886,plasma membrane
Rv1155,GO:0055114,oxidation-reduction process
Rv1159,GO:0016021,integral component of membrane
Rv1159A,GO:0006729,tetrahydrobiopterin biosynthetic process
Rv1160,GO:0006974,cellular response to DNA damage stimulus
Rv1161,GO:0016020,membrane
Rv1163,GO:0005886,plasma membrane
Rv1166,GO:0030288,outer membrane-bounded periplasmic space
Rv1168c,GO:0005886,plasma membrane
Rv1170,GO:0005886,plasma membrane
Rv1173,GO:0005886,plasma membrane
Rv1180,GO:0034081,polyketide synthase complex
Rv1182,GO:0009247,glycolipid biosynthetic process
Rv1183,GO:0016021,integral component of membrane
Rv1185c,GO:0005886,plasma membrane
Rv1186c,GO:0005618,cell wall
Rv1189,GO:2000142,"regulation of DNA-templated transcription, initiation"
Rv1197,GO:0005576,extracellular region
Rv1198,GO:0005886,plasma membrane
Rv1199c,GO:0032196,transposition
Rv1201c,GO:0005886,plasma membrane
Rv1202,GO:0019877,diaminopimelate biosynthetic process
Rv1207,GO:0005829,cytosol
Rv1208,GO:0006011,UDP-glucose metabolic process
Rv1211,GO:0051336,regulation of hydrolase activity
Rv1212c,GO:0045227,capsule polysaccharide biosynthetic process
Rv1213,GO:0005829,cytosol
Rv1220c,GO:0005886,plasma membrane
Rv1221,GO:2000142,"regulation of DNA-templated transcription, initiation"
Rv1222,GO:0005737,cytoplasm
Rv1223,GO:0016021,integral component of membrane
Rv1224,GO:0033281,TAT protein transport complex
Rv1225c,GO:0016311,dephosphorylation
Rv1227c,GO:0016021,integral component of membrane
Rv1229c,GO:0016226,iron-sulfur cluster assembly
Rv1230c,GO:0016021,integral component of membrane
Rv1235,GO:0016020,membrane
Rv1236,GO:0016021,integral component of membrane
Rv1237,GO:0016021,integral component of membrane
Rv1238,"ABC) transporter complex, substrate-binding subunit-containin",ATP-binding cassette 
Rv1240,GO:0005886,plasma membrane
Rv1241,GO:0045927,positive regulation of growth
Rv1242,GO:0005886,plasma membrane
Rv1243c,GO:0016021,integral component of membrane
Rv1246c,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv1247c,GO:0045927,positive regulation of growth
Rv1248c,GO:0045254,pyruvate dehydrogenase complex
Rv1250,GO:0016021,integral component of membrane
Rv1252c,GO:0016020,membrane
Rv1253,GO:0005840,ribosome
Rv1255c,GO:0006355,"regulation of transcription, DNA-templated"
Rv1256c,GO:0005618,cell wall
Rv1258c,GO:0016021,integral component of membrane
Rv1259,GO:0006974,cellular response to DNA damage stimulus
Rv1260,GO:0071949,FAD binding
Rv1261c,GO:0016020,membrane
Rv1262c,GO:0009117,nucleotide metabolic process
Rv1263,GO:0043864,indoleacetamide hydrolase activity
Rv1264,GO:0035556,intracellular signal transduction
Rv1265,GO:0005886,plasma membrane
Rv1266c,GO:0016021,integral component of membrane
Rv1267c,GO:0005886,plasma membrane
Rv1268c,GO:0016021,integral component of membrane
Rv1269c,GO:0005618,cell wall
Rv1270c,GO:0016020,membrane
Rv1271c,GO:0005886,plasma membrane
Rv1272c,GO:0016021,integral component of membrane
Rv1273c,GO:0016021,integral component of membrane
Rv1274,GO:0016020,membrane
Rv1276c,GO:0016787,hydrolase activity
Rv1277,GO:0016787,hydrolase activity
Rv1278,GO:0005886,plasma membrane
Rv1279,GO:0005886,plasma membrane
Rv1280c,ABC) transporter comple,ATP-binding cassette 
Rv1281c,GO:0005886,plasma membrane
Rv1282c,GO:0016021,integral component of membrane
Rv1283c,GO:0016021,integral component of membrane
Rv1284,GO:0005886,plasma membrane
Rv1285,ATP,sulfate adenylyltransferase complex 
Rv1286,ATP,sulfate adenylyltransferase complex 
Rv1287,GO:0005829,cytosol
Rv1288,GO:0005618,cell wall
Rv1289,GO:0005618,cell wall
Rv1290c,GO:0016021,integral component of membrane
Rv1291c,GO:0005886,plasma membrane
Rv1292,GO:0005886,plasma membrane
Rv1293,GO:0005618,cell wall
Rv1294,GO:0005886,plasma membrane
Rv1295,GO:0005886,plasma membrane
Rv1296,GO:0005737,cytoplasm
Rv1297,GO:0005886,plasma membrane
Rv1298,GO:0005840,ribosome
Rv1299,GO:0005829,cytosol
Rv1300,GO:0032259,methylation
Rv1301,GO:0005737,cytoplasm
Rv1302,GO:0016021,integral component of membrane
Rv1303,GO:0016021,integral component of membrane
Rv1304,o,"proton-transporting ATP synthase complex, coupling factor F"
Rv1305,o,"proton-transporting ATP synthase complex, coupling factor F"
Rv1306,o,"proton-transporting ATP synthase complex, coupling factor F"
Rv1307,o,"proton-transporting ATP synthase complex, coupling factor F"
Rv1308,1,"proton-transporting ATP synthase complex, catalytic core F"
Rv1309,1,"proton-transporting ATP synthase complex, catalytic core F"
Rv1310,1,"proton-transporting ATP synthase complex, catalytic core F"
Rv1311,1,"proton-transporting ATP synthase complex, catalytic core F"
Rv1312,GO:0016021,integral component of membrane
Rv1313c,GO:0005886,plasma membrane
Rv1314c,GO:0005737,cytoplasm
Rv1315,GO:0005737,cytoplasm
Rv1316c,GO:0005886,plasma membrane
Rv1317c,GO:0032993,protein-DNA complex
Rv1318c,GO:0016021,integral component of membrane
Rv1319c,GO:0016021,integral component of membrane
Rv1320c,GO:0016021,integral component of membrane
Rv1321,GO:0005737,cytoplasm
Rv1322,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups"
Rv1322A,GO:0046491,L-methylmalonyl-CoA metabolic process
Rv1323,GO:0005886,plasma membrane
Rv1324,GO:0005886,plasma membrane
Rv1325c,GO:0016021,integral component of membrane
Rv1326c,GO:0005886,plasma membrane
Rv1327c,GO:0005886,plasma membrane
Rv1328,GO:0005886,plasma membrane
Rv1329c,GO:0005886,plasma membrane
Rv1330c,GO:0005829,cytosol
Rv1331,GO:0030163,protein catabolic process
Rv1332,GO:0005576,extracellular region
Rv1333,GO:0016021,integral component of membrane
Rv1334,GO:0005829,cytosol
Rv1335,GO:0032991,protein-containing complex
Rv1336,GO:0032991,protein-containing complex
Rv1337,GO:0016021,integral component of membrane
Rv1338,GO:0005886,plasma membrane
Rv1339,GO:0005886,plasma membrane
Rv1340,GO:0005886,plasma membrane
Rv1341,GO:0005829,cytosol
Rv1342c,GO:0016021,integral component of membrane
Rv1343c,GO:0016021,integral component of membrane
Rv1344,GO:0005737,cytoplasm
Rv1345,GO:0044119,growth of symbiont in host cell
Rv1346,GO:0055114,oxidation-reduction process
Rv1347c,GO:0019540,siderophore biosynthetic process from catechol
Rv1348,GO:0016021,integral component of membrane
Rv1349,GO:0016021,integral component of membrane
Rv1350,GO:0055114,oxidation-reduction process
Rv1351,GO:0016021,integral component of membrane
Rv1352,GO:0005576,extracellular region
Rv1353c,GO:0005737,cytoplasm
Rv1354c,GO:0005886,plasma membrane
Rv1355c,GO:0005886,plasma membrane
Rv1356c,GO:0005829,cytosol
Rv1357c,GO:0016021,integral component of membrane
Rv1359,GO:0005829,cytosol
Rv1360,GO:0055114,oxidation-reduction process
Rv1361c,GO:0005618,cell wall
Rv1362c,GO:0016021,integral component of membrane
Rv1363c,GO:0016021,integral component of membrane
Rv1364c,GO:0016311,dephosphorylation
Rv1365c,GO:0045893,"positive regulation of transcription, DNA-templated"
Rv1366,GO:0015969,guanosine tetraphosphate metabolic process
Rv1366A,GO:0009295,nucleoid
Rv1367c,GO:0005886,plasma membrane
Rv1368,GO:0016020,membrane
Rv1371,GO:0016021,integral component of membrane
Rv1372,GO:0009715,chalcone biosynthetic process
Rv1373,GO:0046506,sulfolipid biosynthetic process
Rv1375,GO:0016021,integral component of membrane
Rv1379,GO:0005618,cell wall
Rv1380,GO:0005886,plasma membrane
Rv1381,GO:0044205,'de novo' UMP biosynthetic process
Rv1383,GO:0005951,carbamoyl-phosphate synthase complex
Rv1384,GO:0005886,plasma membrane
Rv1385,GO:0044205,'de novo' UMP biosynthetic process
Rv1386,GO:0031975,envelope
Rv1387,GO:0005576,extracellular region
Rv1388,GO:0005886,plasma membrane
Rv1389,GO:0005829,cytosol
Rv1390,GO:0005829,cytosol
Rv1391,GO:0005886,plasma membrane
Rv1392,GO:0005886,plasma membrane
Rv1393c,GO:0005618,cell wall
Rv1394c,GO:0055114,oxidation-reduction process
Rv1395,GO:0044119,growth of symbiont in host cell
Rv1396c,GO:0005886,plasma membrane
Rv1397c,GO:0005886,plasma membrane
Rv1398c,GO:0005886,plasma membrane
Rv1399c,GO:0009056,catabolic process
Rv1401,GO:0016021,integral component of membrane
Rv1402,GO:1990077,primosome complex
Rv1403c,GO:0008168,methyltransferase activity
Rv1404,GO:0005886,plasma membrane
Rv1405c,GO:0008168,methyltransferase activity
Rv1406,GO:0005829,cytosol
Rv1407,GO:0005829,cytosol
Rv1408,GO:0005829,cytosol
Rv1409,GO:0005886,plasma membrane
Rv1410c,GO:0016021,integral component of membrane
Rv1411c,GO:0097691,bacterial extracellular vesicle
Rv1412,GO:0005829,cytosol
Rv1413,GO:0003824,catalytic activity
Rv1414,GO:0036088,D-serine catabolic process
Rv1415,GO:0005829,cytosol
Rv1416,GO:0009349,riboflavin synthase complex
Rv1417,GO:0016021,integral component of membrane
Rv1418,GO:0016021,integral component of membrane
Rv1419,GO:0016021,integral component of membrane
Rv1420,GO:0009380,excinuclease repair complex
Rv1421,GO:0005886,plasma membrane
Rv1422,GO:0005737,cytoplasm
Rv1423,GO:0005886,plasma membrane
Rv1424c,GO:0005886,plasma membrane
Rv1425,GO:0005886,plasma membrane
Rv1426c,GO:0016021,integral component of membrane
Rv1427c,GO:0016874,ligase activity
Rv1435c,GO:0005576,extracellular region
Rv1436,GO:0005886,plasma membrane
Rv1437,GO:0005886,plasma membrane
Rv1438,GO:0005886,plasma membrane
Rv1440,GO:0016021,integral component of membrane
Rv1441c,GO:0009986,cell surface
Rv1443c,GO:0005886,plasma membrane
Rv1445c,GO:0005886,plasma membrane
Rv1447c,GO:0005886,plasma membrane
Rv1448c,GO:0005829,cytosol
Rv1449c,GO:0005886,plasma membrane
Rv1450c,GO:0005618,cell wall
Rv1451,GO:0016021,integral component of membrane
Rv1452c,GO:0005886,plasma membrane
Rv1459c,GO:0016021,integral component of membrane
Rv1461,GO:0005829,cytosol
Rv1462,GO:0052572,response to host immune response
Rv1464,GO:0005886,plasma membrane
Rv1468c,GO:0005886,plasma membrane
Rv1469,GO:0016021,integral component of membrane
Rv1472,GO:0005886,plasma membrane
Rv1477,GO:0005618,cell wall
Rv1478,GO:0005618,cell wall
Rv1480,GO:0005886,plasma membrane
Rv1481,GO:0016021,integral component of membrane
Rv1483,GO:0005886,plasma membrane
Rv1484,GO:0005886,plasma membrane
Rv1485,GO:0005886,plasma membrane
Rv1486c,GO:0016021,integral component of membrane
Rv1488,GO:0016021,integral component of membrane
Rv1490,GO:0016021,integral component of membrane
Rv1491c,GO:0016021,integral component of membrane
Rv1492,GO:0005886,plasma membrane
Rv1493,GO:0005886,plasma membrane
Rv1494,GO:0016021,integral component of membrane
Rv1495,ATP-hydrolyzing) activit,negative regulation of DNA topoisomerase 
Rv1496,GO:0016787,hydrolase activity
Rv1498c,GO:0008168,methyltransferase activity
Rv1500,GO:0016021,integral component of membrane
Rv1501,GO:0008168,methyltransferase activity
Rv1502,GO:0006355,"regulation of transcription, DNA-templated"
Rv1503c,GO:0000271,polysaccharide biosynthetic process
Rv1504c,GO:0003824,catalytic activity
Rv1506c,GO:0052170,suppression by symbiont of host innate immune response
Rv1507c,GO:0005886,plasma membrane
Rv1508c,GO:0016021,integral component of membrane
Rv1509,GO:0008168,methyltransferase activity
Rv1510,GO:0016021,integral component of membrane
Rv1514c,GO:0016757,"transferase activity, transferring glycosyl groups"
Rv1518,GO:0016021,integral component of membrane
Rv1519,GO:0000271,polysaccharide biosynthetic process
Rv1520,GO:0005886,plasma membrane
Rv1521,GO:0016021,integral component of membrane
Rv1522c,GO:0016021,integral component of membrane
Rv1524,GO:0030259,lipid glycosylation
Rv1525,GO:0006631,fatty acid metabolic process
Rv1526c,GO:0030259,lipid glycosylation
Rv1530,GO:0055114,oxidation-reduction process
Rv1533,GO:0005829,cytosol
Rv1536,GO:0005886,plasma membrane
Rv1537,GO:0005886,plasma membrane
Rv1538c,GO:0042597,periplasmic space
Rv1539,GO:0016021,integral component of membrane
Rv1540,GO:0009451,RNA modification
Rv1541c,GO:0016020,membrane
Rv1542c,GO:0005829,cytosol
Rv1543,GO:0005886,plasma membrane
Rv1545,GO:0015934,large ribosomal subunit
Rv1546,GO:0005886,plasma membrane
Rv1547,GO:0005886,plasma membrane
Rv1548c,GO:0016021,integral component of membrane
Rv1549,GO:0003824,catalytic activity
Rv1550,GO:0016021,integral component of membrane
Rv1551,GO:0016020,membrane
Rv1552,GO:0045284,plasma membrane fumarate reductase complex
Rv1553,GO:0045284,plasma membrane fumarate reductase complex
Rv1554,GO:0016021,integral component of membrane
Rv1555,GO:0016021,integral component of membrane
Rv1556,GO:0006355,"regulation of transcription, DNA-templated"
Rv1557,GO:0016021,integral component of membrane
Rv1558,GO:0005886,plasma membrane
Rv1559,GO:0005886,plasma membrane
Rv1560,GO:0075136,response to host
Rv1561,GO:0090501,RNA phosphodiester bond hydrolysis
Rv1562c,GO:0005829,cytosol
Rv1563c,GO:0005829,cytosol
Rv1564c,GO:0008152,metabolic process
Rv1567c,GO:0016021,integral component of membrane
Rv1568,GO:0005737,cytoplasm
Rv1569,GO:0005886,plasma membrane
Rv1570,GO:0005829,cytosol
Rv1574,GO:0016021,integral component of membrane
Rv1575,GO:0005886,plasma membrane
Rv1577c,GO:0005886,plasma membrane
Rv1583c,GO:0016021,integral component of membrane
Rv1584c,GO:0005618,cell wall
Rv1586c,GO:0005618,cell wall
Rv1589,GO:0005886,plasma membrane
Rv1590,GO:0052559,induction by symbiont of host immune response
Rv1591,GO:0016021,integral component of membrane
Rv1592c,GO:0016042,lipid catabolic process
Rv1594,GO:0005829,cytosol
Rv1595,GO:0005737,cytoplasm
Rv1596,GO:0005886,plasma membrane
Rv1599,GO:0005829,cytosol
Rv1600,GO:0005886,plasma membrane
Rv1601,GO:0005737,cytoplasm
Rv1602,GO:0005737,cytoplasm
Rv1603,GO:0005737,cytoplasm
Rv1604,GO:0005886,plasma membrane
Rv1605,GO:0005737,cytoplasm
Rv1606,GO:0005737,cytoplasm
Rv1608c,GO:0005737,cytoplasm
Rv1609,GO:0005886,plasma membrane
Rv1610,GO:0016021,integral component of membrane
Rv1611,GO:0005886,plasma membrane
Rv1612,GO:0005737,cytoplasm
Rv1613,GO:0005886,plasma membrane
Rv1614,GO:0016021,integral component of membrane
Rv1617,GO:0005886,plasma membrane
Rv1618,GO:0005829,cytosol
Rv1624c,GO:0016021,integral component of membrane
Rv1625c,GO:0016021,integral component of membrane
Rv1626,GO:0005886,plasma membrane
Rv1627c,GO:0005886,plasma membrane
Rv1629,GO:0005886,plasma membrane
Rv1630,GO:0022627,cytosolic small ribosomal subunit
Rv1631,GO:0005829,cytosol
Rv1633,GO:0009380,excinuclease repair complex
Rv1634,GO:0016021,integral component of membrane
Rv1635c,GO:0016021,integral component of membrane
Rv1636,GO:0005886,plasma membrane
Rv1637c,GO:0016020,membrane
Rv1638,GO:0009380,excinuclease repair complex
Rv1640c,GO:0016021,integral component of membrane
Rv1641,GO:0005886,plasma membrane
Rv1642,GO:0022625,cytosolic large ribosomal subunit
Rv1643,GO:0022625,cytosolic large ribosomal subunit
Rv1647,GO:0035556,intracellular signal transduction
Rv1649,GO:0005886,plasma membrane
Rv1650,GO:0009328,phenylalanine-tRNA ligase complex
Rv1651c,GO:0009986,cell surface
Rv1652,GO:0005737,cytoplasm
Rv1653,GO:0005737,cytoplasm
Rv1654,GO:0005886,plasma membrane
Rv1655,GO:0005737,cytoplasm
Rv1656,GO:0005737,cytoplasm
Rv1657,GO:0005737,cytoplasm
Rv1658,GO:0005886,plasma membrane
Rv1659,GO:0005737,cytoplasm
Rv1660,GO:0034081,polyketide synthase complex
Rv1661,GO:0005886,plasma membrane
Rv1662,GO:0055114,oxidation-reduction process
Rv1664,GO:0031177,phosphopantetheine binding
Rv1665,GO:0034081,polyketide synthase complex
Rv1666c,GO:0005618,cell wall
Rv1667c,GO:0016887,ATPase activity
Rv1668c,GO:0016887,ATPase activity
Rv1675c,GO:0005829,cytosol
Rv1676,GO:0005886,plasma membrane
Rv1678,GO:0016021,integral component of membrane
Rv1681,GO:0051536,iron-sulfur cluster binding
Rv1683,GO:0005886,plasma membrane
Rv1688,GO:0006974,cellular response to DNA damage stimulus
Rv1689,GO:0005886,plasma membrane
Rv1691,GO:0005618,cell wall
Rv1694,GO:0033644,host cell membrane
Rv1695,GO:0005737,cytoplasm
Rv1696,GO:0005618,cell wall
Rv1698,GO:0046930,pore complex
Rv1699,GO:0005886,plasma membrane
Rv1701,GO:0005737,cytoplasm
Rv1703c,GO:0032259,methylation
Rv1704c,GO:0016021,integral component of membrane
Rv1705c,GO:0032259,methylation
Rv1706c,GO:0003677,DNA binding
Rv1706c.1,GO:0016021,integral component of membrane
Rv1706c.2,GO:0032993,protein-DNA complex
Rv1708,GO:0043590,bacterial nucleoid
Rv1711,GO:0009451,RNA modification
Rv1712,GO:0005829,cytosol
Rv1713,GO:0005886,plasma membrane
Rv1714,GO:0005829,cytosol
Rv1720c,GO:0090501,RNA phosphodiester bond hydrolysis
Rv1721c,GO:0006355,"regulation of transcription, DNA-templated"
Rv1722,GO:0046872,metal ion binding
Rv1726,GO:0055114,oxidation-reduction process
Rv1728c,GO:0005576,extracellular region
Rv1729c,GO:0005886,plasma membrane
Rv1731,GO:0005886,plasma membrane
Rv1733c,GO:0016021,integral component of membrane
Rv1734c,GO:0016746,"transferase activity, transferring acyl groups"
Rv1735c,GO:0016021,integral component of membrane
Rv1736c,GO:0016021,integral component of membrane
Rv1737c,GO:0016021,integral component of membrane
Rv1738,GO:0005886,plasma membrane
Rv1739c,GO:0016021,integral component of membrane
Rv1740,GO:0030677,ribonuclease P complex
Rv1741,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv1743,GO:0016021,integral component of membrane
Rv1745c,GO:0005737,cytoplasm
Rv1746,GO:0016021,integral component of membrane
Rv1747,GO:0016021,integral component of membrane
Rv1748,GO:0016021,integral component of membrane
Rv1749c,GO:0016021,integral component of membrane
Rv1753c,GO:0055114,oxidation-reduction process
Rv1754c,GO:0016021,integral component of membrane
Rv1755c,GO:0052008,disruption by symbiont of host cellular component
Rv1758,GO:0016787,hydrolase activity
Rv1759c,GO:0005576,extracellular region
Rv1760,GO:0005886,plasma membrane
Rv1765c,GO:0005829,cytosol
Rv1768,GO:0016021,integral component of membrane
Rv1770,GO:0005886,plasma membrane
Rv1771,GO:0016020,membrane
Rv1772,GO:0003723,RNA binding
Rv1777,GO:0005618,cell wall
Rv1781c,GO:0005829,cytosol
Rv1782,GO:0016021,integral component of membrane
Rv1783,GO:0016021,integral component of membrane
Rv1785c,GO:0055114,oxidation-reduction process
Rv1787,GO:0016020,membrane
Rv1793,GO:0005886,plasma membrane
Rv1795,GO:0016021,integral component of membrane
Rv1797,GO:0016021,integral component of membrane
Rv1798,GO:0005886,plasma membrane
Rv1800,GO:0016021,integral component of membrane
Rv1801,GO:0005618,cell wall
Rv1802,GO:0005524,ATP binding
Rv1803c,GO:0016021,integral component of membrane
Rv1807,GO:0016021,integral component of membrane
Rv1808,GO:0055114,oxidation-reduction process
Rv1809,GO:0005886,plasma membrane
Rv1810,GO:0005576,extracellular region
Rv1812c,GO:0005886,plasma membrane
Rv1813c,GO:0005737,cytoplasm
Rv1814,GO:0016021,integral component of membrane
Rv1815,GO:0005618,cell wall
Rv1816,GO:0016021,integral component of membrane
Rv1818c,GO:0016020,membrane
Rv1819c,GO:0016021,integral component of membrane
Rv1820,GO:0009099,valine biosynthetic process
Rv1821,GO:0031522,cell envelope Sec protein transport complex
Rv1822,GO:0016021,integral component of membrane
Rv1823,GO:0016021,integral component of membrane
Rv1824,GO:0016021,integral component of membrane
Rv1825,GO:0016021,integral component of membrane
Rv1826,GO:0005960,glycine cleavage complex
Rv1827,GO:0005886,plasma membrane
Rv1828,GO:0005829,cytosol
Rv1829,GO:0005886,plasma membrane
Rv1830,GO:0006355,"regulation of transcription, DNA-templated"
Rv1831,GO:0005886,plasma membrane
Rv1832,GO:0005960,glycine cleavage complex
Rv1833c,GO:0005886,plasma membrane
Rv1834,GO:0016787,hydrolase activity
Rv1835c,GO:0005886,plasma membrane
Rv1836c,GO:0016021,integral component of membrane
Rv1837c,GO:0042603,capsule
Rv1838c,GO:0005576,extracellular region
Rv1839c,GO:0016042,lipid catabolic process
Rv1840c,GO:0016021,integral component of membrane
Rv1841c,GO:0016021,integral component of membrane
Rv1842c,GO:0016021,integral component of membrane
Rv1843c,GO:0005886,plasma membrane
Rv1846c,GO:0005737,cytoplasm
Rv1847,GO:0005829,cytosol
Rv1848,GO:0005737,cytoplasm
Rv1849,GO:0005737,cytoplasm
Rv1850,GO:0005737,cytoplasm
Rv1851,GO:0005737,cytoplasm
Rv1852,GO:0005737,cytoplasm
Rv1853,GO:0006807,nitrogen compound metabolic process
Rv1856c,GO:0005886,plasma membrane
Rv1857,GO:0030288,outer membrane-bounded periplasmic space
Rv1858,GO:0016021,integral component of membrane
Rv1859,GO:0016020,membrane
Rv1860,GO:0009986,cell surface
Rv1862,GO:0055114,oxidation-reduction process
Rv1870c,GO:0006281,DNA repair
Rv1871c,GO:0005886,plasma membrane
Rv1872c,GO:0005886,plasma membrane
Rv1874,GO:0005886,plasma membrane
Rv1876,GO:0005886,plasma membrane
Rv1877,GO:0016021,integral component of membrane
Rv1880c,GO:0055114,oxidation-reduction process
Rv1883c,GO:0047617,acyl-CoA hydrolase activity
Rv1884c,GO:0005576,extracellular region
Rv1885c,GO:0005576,extracellular region
Rv1886c,GO:0005886,plasma membrane
Rv1888A,GO:0032259,methylation
Rv1888c,GO:0016021,integral component of membrane
Rv1889c,GO:0032259,methylation
Rv1890c,GO:0005829,cytosol
Rv1892,GO:0016021,integral component of membrane
Rv1895,GO:0055114,oxidation-reduction process
Rv1896c,GO:0032259,methylation
Rv1897c,GO:0005737,cytoplasm
Rv1898,GO:0005886,plasma membrane
Rv1899c,GO:0005886,plasma membrane
Rv1901,GO:0005886,plasma membrane
Rv1905c,GO:0055114,oxidation-reduction process
Rv1907c,GO:0005886,plasma membrane
Rv1908c,GO:0005886,plasma membrane
Rv1909c,GO:0005737,cytoplasm
Rv1910c,GO:0005576,extracellular region
Rv1911c,GO:0016020,membrane
Rv1914c,GO:0005886,plasma membrane
Rv1917c,GO:0016020,membrane
Rv1923,GO:0005886,plasma membrane
Rv1926c,GO:0005618,cell wall
Rv1932,GO:0005829,cytosol
Rv1942c,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv1943c,GO:0045927,positive regulation of growth
Rv1949c,GO:0055114,oxidation-reduction process
Rv1952,GO:0006355,"regulation of transcription, DNA-templated"
Rv1953,GO:0090305,nucleic acid phosphodiester bond hydrolysis
Rv1954A,GO:0016021,integral component of membrane
Rv1954c,GO:0016021,integral component of membrane
Rv1955,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
Rv1956,GO:0045927,positive regulation of growth
Rv1957,GO:0005618,cell wall
Rv1958c,GO:0016021,integral component of membrane
Rv1959c,GO:0045926,negative regulation of growth
Rv1960c,GO:0045927,positive regulation of growth
Rv1962A,GO:0045927,positive regulation of growth
Rv1962c,GO:0090501,RNA phosphodiester bond hydrolysis
Rv1973,GO:0016020,membrane
Rv1979c,GO:0016021,integral component of membrane
Rv1980c,GO:0005618,cell wall
Rv1981c,GO:0005971,ribonucleoside-diphosphate reductase complex
Rv1982A,GO:0005737,cytoplasm
Rv1982c,GO:0090501,RNA phosphodiester bond hydrolysis
Rv1983,GO:0016021,integral component of membrane
Rv1984c,GO:0005618,cell wall
Rv1985c,GO:0008156,negative regulation of DNA replication
Rv1986,GO:0016021,integral component of membrane
Rv1987,GO:0005975,carbohydrate metabolic process
Rv1989c,GO:0016779,nucleotidyltransferase activity
Rv1990c,GO:0055114,oxidation-reduction process
Rv1991A,GO:0045927,positive regulation of growth
Rv1991c,GO:0005576,extracellular region
Rv1992c,GO:0016021,integral component of membrane
Rv1993c,GO:0005886,plasma membrane
Rv1994c,GO:0046686,response to cadmium ion
Rv1995,GO:0005886,plasma membrane
Rv1996,GO:0005886,plasma membrane
Rv1997,GO:0043231,intracellular membrane-bounded organelle
Rv1998c,GO:0003824,catalytic activity
